ItemName_Enc,ItemName,ItemCode,N_Observations,Mean_Sales,MAE,RMSE,MAPE,R2,Accuracy_±0.5,Accuracy_±1.0
521,Колбаса Ветчинно-рубленная в/к  вес,127,10,0.4504,0.03428575230624327,0.039317149427336336,0.07557979340594842,0.8836021276767164,1.0,1.0
728,"Мини пирожное ""Ассорти"" 0,354",313,57,2.9298245614035086,0.034009157098968214,0.05897996240755524,0.009929027840666538,0.9982865239156726,1.0,1.0
653,"МАРМЕЛАД формовой Фруктовое Ассорти, вес",1388,94,0.4207553191489361,0.03363411804979204,0.06260698218860059,0.0700734259452504,0.9827667443385939,1.0,1.0
517,Колбаса  Хуторская  п/к вес,1448,4,0.5680000000000001,0.03351722383776548,0.04084138861189525,0.06324271896273195,0.9522823256737657,1.0,1.0
555,Конфеты КОКО 1 шт,1437,89,2.943820224719101,0.033389161452766984,0.05180025952798036,0.014032434985779465,0.9993694251167969,1.0,1.0
1712,"Шоколад молочный ""Шоколад-открытка"" (Маки) 100г",79,8,1.5,0.03297998122437406,0.07502126847521334,0.018660066705010272,0.997185904638185,1.0,1.0
400,КОФЕ АМЕРИКАНО 250  мл К,1395,73,3.041095890410959,0.032238694209136574,0.05258926679853822,0.009183379912570058,0.9986793864242607,1.0,1.0
1344,Сосиски Венские вес,79,9,0.3282222222222222,0.032228618586107226,0.050172828505994076,0.08963766003819851,0.970485928600843,1.0,1.0
874,"Облепиховый сок VI NATURE 0,75 л",495,1,3.0,0.0319785720368464,0.0319785720368464,0.010659524012282132,0.0,1.0,1.0
60,Батончик ореховый с ирисо-сливочным вкусом 40г,1083,11,1.4545454545454546,0.031845415989108464,0.08693051115059232,0.011199856235765289,0.9876434247832798,1.0,1.0
414,КОФЕ ЛАТТЕ 450 мл К,1402,74,3.0945945945945947,0.03146071158524511,0.04843734037621795,0.009233349515825646,0.9989171799863175,1.0,1.0
1348,Сосиски Сливочные вес,79,32,0.3680625,0.03142044392772024,0.049701122223097215,0.08498816391414031,0.9689022193541322,1.0,1.0
1307,Скумбрия Атлантическая б/г х/к в/у вес,764,1,1.0,0.030642954746832873,0.030642954746832873,0.030642954746832873,0.0,1.0,1.0
251,"Десерт Добрынинский ""Пасха"" 0,42",230,5,3.8,0.030335413215490936,0.041931105907157186,0.015312762515774018,0.9993131962333605,1.0,1.0
819,"Напиток ""VI FRESH"" Барбарис 0,5л",101,4,2.0,0.030282771196464137,0.05855962462828054,0.006863555622222489,0.998856923454465,1.0,1.0
986,"Печенье с предсказанием ""Банда пингвинов"" 35г",79,1,0.0,0.030219172559337096,0.030219172559337096,0.0,0.0,1.0,1.0
453,Картошка глазированная  в уп.0.400,2,69,3.072463768115942,0.030021344808572024,0.04713964799904168,0.010277485512828722,0.9988440079682531,1.0,1.0
1345,Сосиски Молочные вес,1375,2,0.466,0.02894129046051054,0.040199833755217504,0.06098886173827327,0.9925582225038815,1.0,1.0
